canonical_perturbation,direction,rank,gene_id,gene_name,effect
CKS1B,up,10,ENSG00000090013,BLVRB,0.5427436050812308
CKS1B,down,1,ENSG00000069482,GAL,-0.8064187458925431
CKS1B,down,2,ENSG00000108106,UBE2S,-0.528447203931932
CKS1B,down,3,ENSG00000116161,CACYBP,-0.4255643566678239
CKS1B,down,4,ENSG00000134333,LDHA,-0.4239904598932177
CKS1B,down,5,ENSG00000151287,TEX30,-0.4211513912718353
CKS1B,down,6,ENSG00000165732,DDX21,-0.4088182382493192
CKS1B,down,7,ENSG00000126067,PSMB2,-0.3975071421728854
CKS1B,down,8,ENSG00000213719,CLIC1,-0.3938940759580203
CKS1B,down,9,ENSG00000117410,ATP6V0B,-0.3896293020763264
CKS1B,down,10,ENSG00000239672,NME1,-0.36922709547161947
CLDN6,up,1,ENSG00000130656,HBZ,1.7706669478817105
CLDN6,up,2,ENSG00000184697,CLDN6,1.438215826147187
CLDN6,up,3,ENSG00000158578,ALAS2,1.2408317859833935
CLDN6,up,4,ENSG00000196565,HBG2,1.1068258715095438
CLDN6,up,5,ENSG00000250361,GYPB,0.8203253490398498
CLDN6,up,6,ENSG00000251562,MALAT1,0.64515940890503
CLDN6,up,7,ENSG00000245532,NEAT1,0.6433695368688952
CLDN6,up,8,ENSG00000144591,GMPPA,0.6356755993338123
CLDN6,up,9,ENSG00000130203,APOE,0.6313818023111949
CLDN6,up,10,ENSG00000206172,HBA1,0.6173448512018536
CLDN6,down,1,ENSG00000091317,CMTM6,-0.5239077092501929
CLDN6,down,2,ENSG00000197061,HIST1H4C,-0.5057119597843971
CLDN6,down,3,ENSG00000099901,RANBP1,-0.4865140944294475
CLDN6,down,4,ENSG00000160932,LY6E,-0.4669016480154109
CLDN6,down,5,ENSG00000055118,KCNH2,-0.45725782435790896
CLDN6,down,6,ENSG00000164104,HMGB2,-0.45020010170970526
CLDN6,down,7,ENSG00000185198,PRSS57,-0.4466282664645626
CLDN6,down,8,ENSG00000213719,CLIC1,-0.4420136232261036
CLDN6,down,9,ENSG00000108106,UBE2S,-0.44105007059942625
CLDN6,down,10,ENSG00000151287,TEX30,-0.4143063694314535
CNN1,up,1,ENSG00000130656,HBZ,1.99067584784329
CNN1,up,2,ENSG00000130176,CNN1,1.1736441065923762
CNN1,up,3,ENSG00000147454,SLC25A37,1.0781984841756005
CNN1,up,4,ENSG00000196565,HBG2,0.751138715649061
CNN1,up,5,ENSG00000206172,HBA1,0.7018163287210057
CNN1,up,6,ENSG00000182871,COL18A1,0.5776273973284862
CNN1,up,7,ENSG00000130203,APOE,0.5735704345991004
CNN1,up,8,ENSG00000088992,TESC,0.5628380137559827
CNN1,up,9,ENSG00000158578,ALAS2,0.5005177305559688
CNN1,up,10,ENSG00000185650,ZFP36L1,0.4624008856135269
CNN1,down,1,ENSG00000185198,PRSS57,-0.5205607640465281
CNN1,down,2,ENSG00000108106,UBE2S,-0.49292463635834405
CNN1,down,3,ENSG00000142227,EMP3,-0.38471870642628453
CNN1,down,4,ENSG00000163191,S100A11,-0.37609986837581466
CNN1,down,5,ENSG00000151287,TEX30,-0.3432836009562868
CNN1,down,6,ENSG00000117410,ATP6V0B,-0.3343434568809951
CNN1,down,7,ENSG00000205542,TMSB4X,-0.3284266638195308
CNN1,down,8,ENSG00000160932,LY6E,-0.3196835479063974
CNN1,down,9,ENSG00000142669,SH3BGRL3,-0.31196196236261775
CNN1,down,10,ENSG00000143851,PTPN7,-0.309095795292973
CNNM4,up,1,ENSG00000130656,HBZ,2.1248948481542813
CNNM4,up,2,ENSG00000250361,GYPB,0.8244540808258837
CNNM4,up,3,ENSG00000170180,GYPA,0.7365549926188957
CNNM4,up,4,ENSG00000245532,NEAT1,0.43422640428022524
CNNM4,up,5,ENSG00000197465,GYPE,0.3933438114788176
CNNM4,up,6,ENSG00000198054,DSCR8,0.3024650163510909
CNNM4,up,7,ENSG00000198673,FAM19A2,0.28520844509462784
CNNM4,up,8,ENSG00000256713,PGA5,0.2469924904504253
CNNM4,up,9,ENSG00000112576,CCND3,0.2228612164016755
CNNM4,up,10,ENSG00000007944,MYLIP,0.21453083138422666
CNNM4,down,1,ENSG00000196565,HBG2,-0.45633438453439223
CNNM4,down,2,ENSG00000055118,KCNH2,-0.34405991039151473
CNNM4,down,3,ENSG00000227706,RP11-301G19.1,-0.3268591751665554
CNNM4,down,4,ENSG00000026025,VIM,-0.3221391688121426
CNNM4,down,5,ENSG00000135047,CTSL,-0.3126894532828291
CNNM4,down,6,ENSG00000108106,UBE2S,-0.2800282955406939
CNNM4,down,7,ENSG00000213934,HBG1,-0.24348908584894927
CNNM4,down,8,ENSG00000167641,PPP1R14A,-0.22627479291118677
CNNM4,down,9,ENSG00000069482,GAL,-0.19131766428124486
CNNM4,down,10,ENSG00000069011,PITX1,-0.1841457129732077
COL1A1,up,1,ENSG00000108821,COL1A1,2.0229953416817112
COL1A1,up,2,ENSG00000168209,DDIT4,0.8097740587639031
COL1A1,up,3,ENSG00000173812,EIF1,0.645858855810088
COL1A1,up,4,ENSG00000204472,AIF1,0.5682085977597287
COL1A1,up,5,ENSG00000132386,SERPINF1,0.5555242084322609
COL1A1,up,6,ENSG00000168003,SLC3A2,0.5243954950801076
COL1A1,up,7,ENSG00000163191,S100A11,0.5094591470458306
COL1A1,up,8,ENSG00000092621,PHGDH,0.5067987022914181
COL1A1,up,9,ENSG00000101255,TRIB3,0.4802074412200342
COL1A1,up,10,ENSG00000185198,PRSS57,0.479793492195568
COL1A1,down,1,ENSG00000187837,HIST1H1C,-1.165829676318185
COL1A1,down,2,ENSG00000196565,HBG2,-0.8424071689323477
COL1A1,down,3,ENSG00000130656,HBZ,-0.663508667899996
COL1A1,down,4,ENSG00000069482,GAL,-0.6069145248486326
COL1A1,down,5,ENSG00000198695,MT-ND6,-0.6048238641083009
COL1A1,down,6,ENSG00000124635,HIST1H2BJ,-0.5905003237136315
COL1A1,down,7,ENSG00000069011,PITX1,-0.5516115776549548
COL1A1,down,8,ENSG00000198763,MT-ND2,-0.5501378820088995
COL1A1,down,9,ENSG00000187514,PTMA,-0.5474831057816151
COL1A1,down,10,ENSG00000119403,PHF19,-0.5223461260755418
COL2A1,up,1,ENSG00000139219,COL2A1,1.9742074167337045
COL2A1,up,2,ENSG00000102265,TIMP1,1.0763777156187557
COL2A1,up,3,ENSG00000142669,SH3BGRL3,0.8498026526730307
COL2A1,up,4,ENSG00000185551,NR2F2,0.7146540607723803
COL2A1,up,5,ENSG00000104894,CD37,0.6480455701709493
COL2A1,up,6,ENSG00000110492,MDK,0.5838171429298314
COL2A1,up,7,ENSG00000111057,KRT18,0.5318691353418351
COL2A1,up,8,ENSG00000105048,TNNT1,0.5061598972518349
COL2A1,up,9,ENSG00000128683,GAD1,0.503165311897374
COL2A1,up,10,ENSG00000026025,VIM,0.5005589099084655
COL2A1,down,1,ENSG00000130656,HBZ,-0.7902021981718945
COL2A1,down,2,ENSG00000130208,APOC1,-0.7378870284493891
COL2A1,down,3,ENSG00000187837,HIST1H1C,-0.6878975843185974
COL2A1,down,4,ENSG00000069011,PITX1,-0.6235341790200906
COL2A1,down,5,ENSG00000167641,PPP1R14A,-0.5970183413040542
COL2A1,down,6,ENSG00000196565,HBG2,-0.5736785419604664
COL2A1,down,7,ENSG00000124635,HIST1H2BJ,-0.47672180421290433
COL2A1,down,8,ENSG00000072274,TFRC,-0.46071524305742084
COL2A1,down,9,ENSG00000069482,GAL,-0.4534323132717858
COL2A1,down,10,ENSG00000108106,UBE2S,-0.43895234743904094
CSRNP1,up,1,ENSG00000069482,GAL,0.3831058407254647
CSRNP1,up,2,ENSG00000164687,FABP5,0.2993246641446495
CSRNP1,up,3,ENSG00000144655,CSRNP1,0.2559882925117664
CSRNP1,up,4,ENSG00000181163,NPM1,0.22921600190585778
CSRNP1,up,5,ENSG00000165732,DDX21,0.1622996563917627
CSRNP1,up,6,ENSG00000144381,HSPD1,0.1611930667554269
CSRNP1,up,7,ENSG00000117450,PRDX1,0.14972634031903187
CSRNP1,up,8,ENSG00000136997,MYC,0.1485889431980079
CSRNP1,up,9,ENSG00000026025,VIM,0.14505815155038765
CSRNP1,up,10,ENSG00000109971,HSPA8,0.1446503864127697
CSRNP1,down,1,ENSG00000142669,SH3BGRL3,-0.3707398174614376
CSRNP1,down,2,ENSG00000250361,GYPB,-0.31215683257195936
CSRNP1,down,3,ENSG00000170180,GYPA,-0.27940701280219726
CSRNP1,down,4,ENSG00000187837,HIST1H1C,-0.2757093439630748
CSRNP1,down,5,ENSG00000100097,LGALS1,-0.264930076725424
CSRNP1,down,6,ENSG00000167996,FTH1,-0.2332733630272401
CSRNP1,down,7,ENSG00000105048,TNNT1,-0.21641607694342654
CSRNP1,down,8,ENSG00000279669,RP11-717F1.1,-0.20881944787243273
CSRNP1,down,9,ENSG00000124635,HIST1H2BJ,-0.19225259691759655
CSRNP1,down,10,ENSG00000160932,LY6E,-0.1852791519182498
DLX2,up,1,ENSG00000026297,RNASET2,0.9330583550720506
DLX2,up,2,ENSG00000159388,BTG2,0.46924856671384574
DLX2,up,3,ENSG00000115844,DLX2,0.4313631599495758
DLX2,up,4,ENSG00000026025,VIM,0.40291709775122936
DLX2,up,5,ENSG00000138772,ANXA3,0.37944840030353866
DLX2,up,6,ENSG00000130303,BST2,0.3669745300713694
DLX2,up,7,ENSG00000123685,BATF3,0.2951876712484705
DLX2,up,8,ENSG00000185198,PRSS57,0.2625457543815921
DLX2,up,9,ENSG00000227706,RP11-301G19.1,0.2328558152370628
DLX2,up,10,ENSG00000128683,GAD1,0.22215211981728694
DLX2,down,1,ENSG00000130656,HBZ,-1.007753989839519
DLX2,down,2,ENSG00000196565,HBG2,-0.8067175249951213
DLX2,down,3,ENSG00000213934,HBG1,-0.47278398262019367
DLX2,down,4,ENSG00000187837,HIST1H1C,-0.3897810329599003
DLX2,down,5,ENSG00000069482,GAL,-0.3631810970704404
DLX2,down,6,ENSG00000198336,MYL4,-0.3483939764983947
DLX2,down,7,ENSG00000088992,TESC,-0.34704052754623815
DLX2,down,8,ENSG00000124635,HIST1H2BJ,-0.33997739051122966
DLX2,down,9,ENSG00000108106,UBE2S,-0.33680656416409416
DLX2,down,10,ENSG00000080824,HSP90AA1,-0.31635370693538656
DUSP9,up,1,ENSG00000130656,HBZ,2.0990071732657745
DUSP9,up,2,ENSG00000130829,DUSP9,1.4606745432809456
DUSP9,up,3,ENSG00000250361,GYPB,1.166963862232509
DUSP9,up,4,ENSG00000196565,HBG2,1.0578483660658897
DUSP9,up,5,ENSG00000158578,ALAS2,0.9675387902782729
DUSP9,up,6,ENSG00000172270,BSG,0.7732005614146532
DUSP9,up,7,ENSG00000170180,GYPA,0.741232890301297
DUSP9,up,8,ENSG00000104549,SQLE,0.6346474093333542
DUSP9,up,9,ENSG00000144591,GMPPA,0.6280790378865835
DUSP9,up,10,ENSG00000182871,COL18A1,0.5932332139700253
DUSP9,down,1,ENSG00000227706,RP11-301G19.1,-0.7038246164847883
DUSP9,down,2,ENSG00000069482,GAL,-0.5577938651996153
DUSP9,down,3,ENSG00000184009,ACTG1,-0.5413012733400256
DUSP9,down,4,ENSG00000185198,PRSS57,-0.5175439714118245
DUSP9,down,5,ENSG00000142227,EMP3,-0.5090006367392769
DUSP9,down,6,ENSG00000026025,VIM,-0.4915769952775814
DUSP9,down,7,ENSG00000163191,S100A11,-0.47592414279820333
DUSP9,down,8,ENSG00000134333,LDHA,-0.46242503161741977
DUSP9,down,9,ENSG00000151287,TEX30,-0.4598938480970952
DUSP9,down,10,ENSG00000115758,ODC1,-0.4498963656075322
EGR1,up,1,ENSG00000130656,HBZ,0.9215406018549885
EGR1,up,2,ENSG00000142669,SH3BGRL3,0.46013892739067486
EGR1,up,3,ENSG00000251562,MALAT1,0.38365630956335506
EGR1,up,4,ENSG00000196565,HBG2,0.3701006119247502
EGR1,up,5,ENSG00000245532,NEAT1,0.3633176348839178
EGR1,up,6,ENSG00000090013,BLVRB,0.3231451623188469
EGR1,up,7,ENSG00000158578,ALAS2,0.28475030224870396
EGR1,up,8,ENSG00000169442,CD52,0.26916300860842735
EGR1,up,9,ENSG00000279669,RP11-717F1.1,0.2614749311212102
EGR1,up,10,ENSG00000034510,TMSB10,0.25617062098080867
EGR1,down,1,ENSG00000069482,GAL,-0.47778980793118814
EGR1,down,2,ENSG00000026025,VIM,-0.4006158158467924
EGR1,down,3,ENSG00000135047,CTSL,-0.3311356899673338
EGR1,down,4,ENSG00000185198,PRSS57,-0.3143538562867626
EGR1,down,5,ENSG00000164687,FABP5,-0.29853964867745164
EGR1,down,6,ENSG00000117450,PRDX1,-0.29574500810805293
EGR1,down,7,ENSG00000144381,HSPD1,-0.2835981905605973
EGR1,down,8,ENSG00000151287,TEX30,-0.27763398704639763
EGR1,down,9,ENSG00000136997,MYC,-0.2743620078877887
EGR1,down,10,ENSG00000041357,PSMA4,-0.26802799740800265
ELMSAN1,up,1,ENSG00000196565,HBG2,0.7691123911564629
ELMSAN1,up,2,ENSG00000130656,HBZ,0.5505519127014288
ELMSAN1,up,3,ENSG00000213934,HBG1,0.49145920184125047
ELMSAN1,up,4,ENSG00000005187,ACSM3,0.351253265681106
ELMSAN1,up,5,ENSG00000187837,HIST1H1C,0.33190119663008477
ELMSAN1,up,6,ENSG00000130208,APOC1,0.3191788615583543
ELMSAN1,up,7,ENSG00000279669,RP11-717F1.1,0.25913816708658943
ELMSAN1,up,8,ENSG00000130203,APOE,0.2542962092859762
ELMSAN1,up,9,ENSG00000069482,GAL,0.23745880675505535
ELMSAN1,up,10,ENSG00000110079,MS4A4A,0.21311798156670717
ELMSAN1,down,1,ENSG00000034510,TMSB10,-0.2539843552057154
ELMSAN1,down,2,ENSG00000167641,PPP1R14A,-0.2527463781924241
ELMSAN1,down,3,ENSG00000245532,NEAT1,-0.22887941793612582
ELMSAN1,down,4,ENSG00000251562,MALAT1,-0.21783739943079405
ELMSAN1,down,5,ENSG00000125148,MT2A,-0.19630552577721055
ELMSAN1,down,6,ENSG00000116717,GADD45A,-0.18034025343444923
ELMSAN1,down,7,ENSG00000142669,SH3BGRL3,-0.17694131073020353
ELMSAN1,down,8,ENSG00000115457,IGFBP2,-0.1706440337769797
ELMSAN1,down,9,ENSG00000197766,CFD,-0.17011131938107232
ELMSAN1,down,10,ENSG00000185420,SMYD3,-0.16693244695112364
ETS2,up,1,ENSG00000204472,AIF1,0.7569956838034869
ETS2,up,2,ENSG00000142669,SH3BGRL3,0.691386030366393
ETS2,up,3,ENSG00000205542,TMSB4X,0.562671354641692
ETS2,up,4,ENSG00000130755,GMFG,0.558557317807393
ETS2,up,5,ENSG00000213654,GPSM3,0.5578184070369684
ETS2,up,6,ENSG00000185201,IFITM2,0.48215770735175817
ETS2,up,7,ENSG00000157557,ETS2,0.44555820974133126
ETS2,up,8,ENSG00000163191,S100A11,0.44530252472340964
ETS2,up,9,ENSG00000111348,ARHGDIB,0.43855866116844566
ETS2,up,10,ENSG00000147065,MSN,0.4062048501980854
ETS2,down,1,ENSG00000196565,HBG2,-0.9382314163161952
ETS2,down,2,ENSG00000130656,HBZ,-0.6852656685265787
ETS2,down,3,ENSG00000069482,GAL,-0.5146251940233875
ETS2,down,4,ENSG00000213934,HBG1,-0.4673614793580413
ETS2,down,5,ENSG00000130208,APOC1,-0.4649578477154024
ETS2,down,6,ENSG00000266976,AC079466.1,-0.36826032057733293
ETS2,down,7,ENSG00000135047,CTSL,-0.2738779626172906
ETS2,down,8,ENSG00000279669,RP11-717F1.1,-0.2658535686078845
ETS2,down,9,ENSG00000130203,APOE,-0.257626853347924
ETS2,down,10,ENSG00000110492,MDK,-0.240435588474889
FEV,up,1,ENSG00000163497,FEV,1.669497221703063
FEV,up,2,ENSG00000196565,HBG2,1.403706875533406
FEV,up,3,ENSG00000163499,CRYBA2,1.19756964039588
FEV,up,4,ENSG00000142669,SH3BGRL3,0.9879765795119547
FEV,up,5,ENSG00000213934,HBG1,0.98516916074789
FEV,up,6,ENSG00000130656,HBZ,0.9202434079285822
FEV,up,7,ENSG00000250361,GYPB,0.6923716039831682
FEV,up,8,ENSG00000090013,BLVRB,0.5599582388852057
FEV,up,9,ENSG00000112576,CCND3,0.5460306088141855
FEV,up,10,ENSG00000158869,FCER1G,0.5434557094740088
FEV,down,1,ENSG00000175130,MARCKSL1,-0.7684579273264777
FEV,down,2,ENSG00000026025,VIM,-0.735148570087885
FEV,down,3,ENSG00000130208,APOC1,-0.6386966153248186
FEV,down,4,ENSG00000069482,GAL,-0.5719397587833714
FEV,down,5,ENSG00000185198,PRSS57,-0.5514357061280224
FEV,down,6,ENSG00000101439,CST3,-0.5158801785282435
FEV,down,7,ENSG00000055118,KCNH2,-0.4984856045572177
FEV,down,8,ENSG00000163191,S100A11,-0.4884864034634143
FEV,down,9,ENSG00000227706,RP11-301G19.1,-0.43302030777337897
FEV,down,10,ENSG00000198695,MT-ND6,-0.41646167227983066
FOSB,up,1,ENSG00000142669,SH3BGRL3,0.7909528380273887
FOSB,up,2,ENSG00000149516,MS4A3,0.6939733338012108
FOSB,up,3,ENSG00000204482,LST1,0.6193891906585351
FOSB,up,4,ENSG00000204472,AIF1,0.6184795040531426
FOSB,up,5,ENSG00000026025,VIM,0.6051542532733312
FOSB,up,6,ENSG00000147065,MSN,0.5451901846072897
FOSB,up,7,ENSG00000100097,LGALS1,0.5420968158977129
FOSB,up,8,ENSG00000143013,LMO4,0.5018900019160762
FOSB,up,9,ENSG00000167460,TPM4,0.45779873543380134
FOSB,up,10,ENSG00000227706,RP11-301G19.1,0.4450339308862968
FOSB,down,1,ENSG00000250361,GYPB,-0.5629050908144316
FOSB,down,2,ENSG00000130203,APOE,-0.45888318536772993
FOSB,down,3,ENSG00000170180,GYPA,-0.4376358193006799
FOSB,down,4,ENSG00000279669,RP11-717F1.1,-0.33299094858805506
FOSB,down,5,ENSG00000166669,ATF7IP2,-0.29046575895635784
FOSB,down,6,ENSG00000196565,HBG2,-0.2818368681025968
FOSB,down,7,ENSG00000104341,LAPTM4B,-0.27601717965356104
FOSB,down,8,ENSG00000198336,MYL4,-0.25983107221276264
FOSB,down,9,ENSG00000084207,GSTP1,-0.2550302994921921
FOSB,down,10,ENSG00000166165,CKB,-0.2532092606182716
FOXA1,up,1,ENSG00000250361,GYPB,0.6225928724982831
FOXA1,up,2,ENSG00000166669,ATF7IP2,0.4719501786708628
FOXA1,up,3,ENSG00000117318,ID3,0.35362206935453655
FOXA1,up,4,ENSG00000090382,LYZ,0.31895390082796016
FOXA1,up,5,ENSG00000158578,ALAS2,0.2886400045912779
FOXA1,up,6,ENSG00000185420,SMYD3,0.2873266298235915
FOXA1,up,7,ENSG00000197465,GYPE,0.28572455298584476
FOXA1,up,8,ENSG00000170421,KRT8,0.2841088239277054
FOXA1,up,9,ENSG00000170180,GYPA,0.27149703302390854
FOXA1,up,10,ENSG00000144591,GMPPA,0.24501386551179188
FOXA1,down,1,ENSG00000069482,GAL,-0.4318705896619199
FOXA1,down,2,ENSG00000185198,PRSS57,-0.3365938191379627
FOXA1,down,3,ENSG00000151287,TEX30,-0.30081851716126473
FOXA1,down,4,ENSG00000110492,MDK,-0.2743810561679168
FOXA1,down,5,ENSG00000142227,EMP3,-0.2559396180258704
FOXA1,down,6,ENSG00000055118,KCNH2,-0.2333417326563867
FOXA1,down,7,ENSG00000155368,DBI,-0.22902422818725068
FOXA1,down,8,ENSG00000198695,MT-ND6,-0.2199936698478765
FOXA1,down,9,ENSG00000134333,LDHA,-0.2186099025761748
FOXA1,down,10,ENSG00000213719,CLIC1,-0.21670640981907596
FOXA3,up,1,ENSG00000250361,GYPB,0.5128659288330931
FOXA3,up,2,ENSG00000090382,LYZ,0.5077192278910285
FOXA3,up,3,ENSG00000170421,KRT8,0.3779526695556782
FOXA3,up,4,ENSG00000158578,ALAS2,0.35854491006064915
FOXA3,up,5,ENSG00000170608,FOXA3,0.3418301637030201
FOXA3,up,6,ENSG00000166669,ATF7IP2,0.33449259660950864
FOXA3,up,7,ENSG00000185420,SMYD3,0.3210720653250865
FOXA3,up,8,ENSG00000250722,SEPP1,0.2956488051849012
FOXA3,up,9,ENSG00000007255,TRAPPC6A,0.27986736108496146
FOXA3,up,10,ENSG00000251562,MALAT1,0.27968654523183933
FOXA3,down,1,ENSG00000069482,GAL,-0.4707514925883723
FOXA3,down,2,ENSG00000197061,HIST1H4C,-0.3618839884107824
FOXA3,down,3,ENSG00000151287,TEX30,-0.359290211493903
FOXA3,down,4,ENSG00000108106,UBE2S,-0.3369677229730225
FOXA3,down,5,ENSG00000116161,CACYBP,-0.33558056975889483
FOXA3,down,6,ENSG00000173207,CKS1B,-0.33293562680111455
FOXA3,down,7,ENSG00000099901,RANBP1,-0.3278938370840742
FOXA3,down,8,ENSG00000134333,LDHA,-0.32321188780346477
FOXA3,down,9,ENSG00000239672,NME1,-0.31409392772512834
FOXA3,down,10,ENSG00000187514,PTMA,-0.31205861306769367
FOXF1,up,1,ENSG00000189171,S100A13,0.28280166108776483
FOXF1,up,2,ENSG00000227706,RP11-301G19.1,0.2331887066054286
FOXF1,up,3,ENSG00000185420,SMYD3,0.19192437947848065
FOXF1,up,4,ENSG00000233236,AP001171.1,0.18677958890782156
FOXF1,up,5,ENSG00000268621,AC006262.5,0.18636597608323494
FOXF1,up,6,ENSG00000198736,MSRB1,0.18571292801711214
FOXF1,up,7,ENSG00000166669,ATF7IP2,0.18061755401543678
FOXF1,up,8,ENSG00000158578,ALAS2,0.17495964139821382
FOXF1,up,9,ENSG00000144591,GMPPA,0.16444591693509938
FOXF1,up,10,ENSG00000091317,CMTM6,0.144219930826204
FOXF1,down,1,ENSG00000069482,GAL,-0.2890396583223198
FOXF1,down,2,ENSG00000130656,HBZ,-0.2680813982940618
FOXF1,down,3,ENSG00000135047,CTSL,-0.2356739386375458
FOXF1,down,4,ENSG00000151287,TEX30,-0.21334666203110214
FOXF1,down,5,ENSG00000198336,MYL4,-0.2046836920974579
FOXF1,down,6,ENSG00000119403,PHF19,-0.18491778765906036
FOXF1,down,7,ENSG00000136997,MYC,-0.17111719915022253
FOXF1,down,8,ENSG00000198695,MT-ND6,-0.1620518027624582
FOXF1,down,9,ENSG00000239672,NME1,-0.16164560260637076
FOXF1,down,10,ENSG00000108106,UBE2S,-0.1539537599988429
FOXL2,up,1,ENSG00000183770,FOXL2,0.5863708454029611
FOXL2,up,2,ENSG00000102804,TSC22D1,0.43514998473828487
FOXL2,up,3,ENSG00000251562,MALAT1,0.42752522751439703
FOXL2,up,4,ENSG00000245532,NEAT1,0.39403762622157407
FOXL2,up,5,ENSG00000233236,AP001171.1,0.38861086181830584
FOXL2,up,6,ENSG00000268621,AC006262.5,0.38061464625292446
FOXL2,up,7,ENSG00000227706,RP11-301G19.1,0.37341309168804243
FOXL2,up,8,ENSG00000266976,AC079466.1,0.36122309187017615
FOXL2,up,9,ENSG00000198736,MSRB1,0.35534316757249973
FOXL2,up,10,ENSG00000158578,ALAS2,0.3386198529292656
FOXL2,down,1,ENSG00000130656,HBZ,-0.6718235286013838
FOXL2,down,2,ENSG00000069482,GAL,-0.646287009674558
FOXL2,down,3,ENSG00000239672,NME1,-0.3774679246271927
FOXL2,down,4,ENSG00000198336,MYL4,-0.34809673013095066
FOXL2,down,5,ENSG00000116649,SRM,-0.3162379585426865
FOXL2,down,6,ENSG00000165732,DDX21,-0.31530747177992835
FOXL2,down,7,ENSG00000151287,TEX30,-0.314114429316211
FOXL2,down,8,ENSG00000187837,HIST1H1C,-0.30959942656742695
FOXL2,down,9,ENSG00000108106,UBE2S,-0.3057668299849724
FOXL2,down,10,ENSG00000099901,RANBP1,-0.3056581738399288
FOXO4,up,1,ENSG00000250722,SEPP1,0.7639861780826427
FOXO4,up,2,ENSG00000189171,S100A13,0.6578032382496874
FOXO4,up,3,ENSG00000184481,FOXO4,0.5012329118509558
FOXO4,up,4,ENSG00000166340,TPP1,0.4897857043620465
FOXO4,up,5,ENSG00000090238,YPEL3,0.4656533990463456
FOXO4,up,6,ENSG00000245532,NEAT1,0.45699373840482105
FOXO4,up,7,ENSG00000005187,ACSM3,0.41793959438038725
FOXO4,up,8,ENSG00000130203,APOE,0.39588492139634746
FOXO4,up,9,ENSG00000130656,HBZ,0.38877077393818243
FOXO4,up,10,ENSG00000158578,ALAS2,0.38161180510837345
FOXO4,down,1,ENSG00000108106,UBE2S,-0.6331170096904241
FOXO4,down,2,ENSG00000119403,PHF19,-0.522088474150648
FOXO4,down,3,ENSG00000213719,CLIC1,-0.5204700626394001
FOXO4,down,4,ENSG00000116161,CACYBP,-0.5191619087459158
FOXO4,down,5,ENSG00000197061,HIST1H4C,-0.47713278878614346
FOXO4,down,6,ENSG00000173207,CKS1B,-0.46324035797054375
FOXO4,down,7,ENSG00000134333,LDHA,-0.45958636671542663
FOXO4,down,8,ENSG00000198695,MT-ND6,-0.4486304796095001
FOXO4,down,9,ENSG00000115758,ODC1,-0.4393239838683486
FOXO4,down,10,ENSG00000055118,KCNH2,-0.4375362007489127
GLB1L2,up,1,ENSG00000102265,TIMP1,1.3198283999677791
GLB1L2,up,2,ENSG00000070214,SLC44A1,1.00932283019488
GLB1L2,up,3,ENSG00000109099,PMP22,0.6638421806188152
GLB1L2,up,4,ENSG00000168036,CTNNB1,0.4253042269416821
GLB1L2,up,5,ENSG00000163520,FBLN2,0.40298413495218555
GLB1L2,up,6,ENSG00000130203,APOE,0.373786190036282
GLB1L2,up,7,ENSG00000245532,NEAT1,0.316395487658536
GLB1L2,up,8,ENSG00000251562,MALAT1,0.2876572303710765
GLB1L2,up,9,ENSG00000149328,GLB1L2,0.23175730690114793
GLB1L2,up,10,ENSG00000026025,VIM,0.22282988616875526
GLB1L2,down,1,ENSG00000069482,GAL,-0.3277806056970397
GLB1L2,down,2,ENSG00000117450,PRDX1,-0.25163258200209526
GLB1L2,down,3,ENSG00000108106,UBE2S,-0.25029712253470854
GLB1L2,down,4,ENSG00000116161,CACYBP,-0.2401894112509849
GLB1L2,down,5,ENSG00000099901,RANBP1,-0.22874719463551513
GLB1L2,down,6,ENSG00000134333,LDHA,-0.20519833937484702
GLB1L2,down,7,ENSG00000041357,PSMA4,-0.1999892136353406
GLB1L2,down,8,ENSG00000080824,HSP90AA1,-0.19740851851813068
GLB1L2,down,9,ENSG00000126067,PSMB2,-0.19065505917142272
GLB1L2,down,10,ENSG00000070010,UFD1L,-0.18844051377673782
HES7,up,1,ENSG00000179111,HES7,2.0670937201570276
HES7,up,2,ENSG00000251562,MALAT1,1.207307551938061
HES7,up,3,ENSG00000227706,RP11-301G19.1,1.167970893241264
HES7,up,4,ENSG00000245532,NEAT1,1.0643062638716556
HES7,up,5,ENSG00000105223,PLD3,0.9725245603709688
HES7,up,6,ENSG00000142669,SH3BGRL3,0.9406402348586944
HES7,up,7,ENSG00000100097,LGALS1,0.8672017586139938
HES7,up,8,ENSG00000159388,BTG2,0.7788077299497835
HES7,up,9,ENSG00000085063,CD59,0.72861749861949
HES7,up,10,ENSG00000102265,TIMP1,0.6985685972306607
HES7,down,1,ENSG00000069011,PITX1,-0.9610887418125672
HES7,down,2,ENSG00000239672,NME1,-0.7851092419582588
HES7,down,3,ENSG00000069482,GAL,-0.7316149018987029
HES7,down,4,ENSG00000065978,YBX1,-0.7188984524901156
HES7,down,5,ENSG00000187514,PTMA,-0.7051063419929062
HES7,down,6,ENSG00000116649,SRM,-0.7040474546936124
HES7,down,7,ENSG00000115758,ODC1,-0.6720352064096509
HES7,down,8,ENSG00000196565,HBG2,-0.6472946567640645
HES7,down,9,ENSG00000279669,RP11-717F1.1,-0.6238426152927611
HES7,down,10,ENSG00000165732,DDX21,-0.6203696027338825
